Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidadaos;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Residents Total;Residents 0-14;%Residents 0-14;Residents 15-64;%Residents 15-64;Residents 65+;%Residents 65+;Population without Education;%Population without Education;Population with High School;%Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;%Employees per Sector Agriculture;Employees per Sector Extraction Industries;%Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;%Employees per Sector Transformation Industries;Employees per Sector Construction;%Employees per Sector Construction;Employees per Sector Gross and Retails Markets;%Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;%Employees per Sector Administration and Services;Employees per Economic Sector Banks;%Employees per Economic Sector Banks;Employees per Economic Sector Others;%Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;%Unemployment Total;Unemployment <25;%Unemployment <25
Sernancelhe;4269;0;197;0;0;0;0;0;0;22;0;0;0;2468;0;0;0;0;0;0;0;0;0;0;0;0;0;1582;0;0;0;x;5778;786;-1;3553;-1;1439;-1;854;-1;618;-1;4;593.8;1155;65;-1;29;-1;302;-1;240;-1;257;-1;27;-1;0;-1;0;-1;10;219;-1;34.5;-1
Tabuaco;4340;0;177;0;0;0;0;0;0;20;0;0;0;2015;0;0;0;0;0;0;0;0;0;0;0;0;0;2128;0;0;0;x;6449;870;-1;4107;-1;1473;-1;964;-1;610;-1;9;646.2;948;111;-1;0;-1;0;-1;256;-1;211;-1;36;-1;0;-1;14;-1;4;377.3;-1;45.6;-1
Tarouca;4784;0;226;0;0;0;0;0;0;82;0;0;0;1940;0;0;0;0;0;0;0;0;0;0;0;0;0;2536;0;0;0;x;8146;1326;-1;5238;-1;1582;-1;990;-1;784;-1;17;627.4;2095;55;-1;0;-1;124;-1;809;-1;364;-1;430;-1;16;-1;0;-1;10;499.7;-1;74.9;-1
Torre de Moncorvo;6466;0;0;0;0;0;0;0;0;113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3258;0;0;0;x;8815;829;-1;5036;-1;2951;-1;1641;-1;886;-1;13;767.7;1330;102;-1;0;-1;132;-1;168;-1;382;-1;67;-1;20;-1;0;-1;1;471.8;-1;59.7;-1
Vila Nova de Foz Coa;5881;0;68;0;0;0;0;0;0;84;0;0;0;2931;0;0;0;0;0;0;0;0;0;0;0;0;0;2798;0;0;0;x;7519;840;-1;4370;-1;2310;-1;1204;-1;747;-1;11;652.1;1179;167;-1;0;-1;170;-1;138;-1;287;-1;33;-1;0;-1;6;-1;7;288;-1;55.3;-1
Vila Real;30087;909;1783;0;0;0;0;0;0;776;0;0;0;15861;0;0;0;0;0;0;0;0;0;0;0;0;0;10758;0;0;0;x;51768;7958;-1;35131;-1;8680;-1;4468;-1;7426;-1;136;731.4;12477;337;-1;116;-1;1149;-1;1647;-1;2984;-1;826;-1;184;-1;24;-1;89;2788.8;-1;395.6;-1
Alfandega da Fe;4418;0;0;0;0;0;0;0;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2388;0;0;0;x;5264;558;-1;3068;-1;1638;-1;930;-1;488;-1;3;665.6;822;125;-1;0;-1;0;-1;167;-1;161;-1;21;-1;0;-1;0;-1;3;274;-1;31.3;-1
Braganca;20850;269;508;0;0;0;0;0;0;347;0;0;0;10345;0;0;0;0;0;0;0;0;0;0;0;0;0;5916;0;0;0;x;35412;4572;-1;23301;-1;7539;-1;4022;-1;4749;-1;96;686.1;7908;288;-1;0;-1;707;-1;1436;-1;2017;-1;369;-1;110;-1;49;-1;105;1715.1;-1;305.8;-1
Macedo de Cavaleiros;10900;0;0;0;0;0;0;0;0;339;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4413;0;0;0;x;16139;1937;-1;9873;-1;4330;-1;2323;-1;1616;-1;25;612.9;2834;193;-1;0;-1;251;-1;462;-1;858;-1;97;-1;46;-1;0;-1;6;817.8;-1;115.5;-1
Miranda do Douro;5867;0;0;0;0;0;0;0;0;47;0;0;0;2652;0;0;0;0;0;0;0;0;0;0;0;0;0;3168;0;0;0;x;7635;794;-1;4422;-1;2419;-1;1322;-1;838;-1;12;640.5;1528;170;-1;0;-1;229;-1;239;-1;432;-1;61;-1;28;-1;10;-1;3;273.4;-1;39.2;-1
Mirandela;15700;146;2675;0;0;0;0;0;0;293;0;0;0;8518;0;0;0;0;0;0;0;0;0;0;0;0;0;4068;0;0;0;x;24272;3070;-1;15462;-1;5741;-1;3292;-1;2861;-1;43;676;5107;274;-1;0;-1;782;-1;665;-1;1386;-1;316;-1;69;-1;9;-1;62;1523;-1;223.3;-1
Mogadouro;7243;0;1192;0;0;0;0;0;0;86;0;0;0;4107;0;0;0;0;0;0;0;0;0;0;0;0;0;1858;0;0;0;x;9827;966;-1;5748;-1;3113;-1;1830;-1;912;-1;14;649.7;1590;239;-1;0;-1;117;-1;269;-1;448;-1;63;-1;16;-1;0;-1;10;376.9;-1;55.3;-1
Vila Flor;4893;0;206;0;0;0;0;0;0;316;0;0;0;1445;0;0;0;0;0;0;0;0;0;0;0;0;0;2926;0;0;0;x;6901;778;-1;4225;-1;1898;-1;1068;-1;647;-1;15;661.6;1554;537;-1;0;-1;135;-1;143;-1;316;-1;42;-1;12;-1;0;-1;3;359.4;-1;35.7;-1
Vimioso;4124;0;0;0;0;0;0;0;0;28;0;0;0;2469;0;0;0;0;0;0;0;0;0;0;0;0;0;1627;0;0;0;x;4802;472;-1;2582;-1;1749;-1;991;-1;362;-1;8;597.7;692;71;-1;0;-1;62;-1;145;-1;207;-1;16;-1;14;-1;0;-1;3;165.3;-1;27.3;-1
Vinhais;7384;0;479;0;0;0;0;0;0;97;0;0;0;1560;0;0;0;0;0;0;0;0;0;0;0;0;0;5248;0;0;0;x;9387;800;-1;5099;-1;3489;-1;1779;-1;731;-1;14;611.4;1136;95;-1;0;-1;139;-1;183;-1;266;-1;44;-1;13;-1;0;-1;5;370;-1;49.4;-1
Alcobaa;28504;775;1551;0;0;0;0;0;0;4558;0;0;0;13401;0;0;0;0;0;0;0;0;0;0;0;0;0;6231;0;0;0;x;56833;8734;-1;37232;-1;10868;-1;5701;-1;7184;-1;144;706.6;20525;1202;-1;365;-1;6315;-1;2397;-1;5179;-1;960;-1;158;-1;46;-1;51;2579.6;-1;318.8;-1
Alenquer;19611;1004;0;0;0;0;0;0;0;3276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8061;0;0;0;x;42744;7243;-1;28150;-1;7351;-1;4111;-1;6173;-1;82;823.4;14333;537;-1;235;-1;4154;-1;1591;-1;2840;-1;1105;-1;82;-1;27;-1;168;1898.9;-1;206.8;-1
Arruda dos Vinhos;5884;0;158;0;0;0;0;0;0;488;0;0;0;3066;0;0;0;0;0;0;0;0;0;0;0;0;0;2172;0;0;0;x;12943;2363;-1;8365;-1;2215;-1;1039;-1;1957;-1;32;797.3;4561;0;-1;0;-1;641;-1;467;-1;972;-1;280;-1;28;-1;0;-1;26;400.1;-1;37.1;-1
Bombarral;6883;0;444;0;0;0;0;0;0;453;0;0;0;3537;0;0;0;0;0;0;0;0;0;0;0;0;0;2449;0;0;0;x;13291;1872;-1;8490;-1;2930;-1;1458;-1;1550;-1;23;685.5;3930;429;-1;0;-1;582;-1;668;-1;1248;-1;235;-1;41;-1;0;-1;42;575;-1;82.8;-1
Cadaval;7980;0;251;0;0;0;0;0;0;395;0;0;0;3680;0;0;0;0;0;0;0;0;0;0;0;0;0;3654;0;0;0;x;14225;2062;-1;8686;-1;3477;-1;1823;-1;1671;-1;22;678.5;3770;457;-1;0;-1;583;-1;603;-1;1031;-1;198;-1;22;-1;25;-1;38;511.9;-1;58.9;-1
Caldas da Rainha;21187;1075;2449;0;0;0;0;0;0;915;0;0;0;11130;0;0;0;0;0;0;0;0;0;0;0;0;0;5618;0;0;0;x;51535;7977;-1;33586;-1;9973;-1;4697;-1;7513;-1;139;730.4;17946;739;-1;48;-1;2376;-1;2192;-1;4260;-1;3070;-1;169;-1;54;-1;170;2740.8;-1;347.8;-1
Lourinha;12750;0;339;0;0;0;0;0;0;505;0;0;0;4302;0;0;0;0;0;0;0;0;0;0;0;0;0;7547;0;0;0;x;25482;4130;-1;16735;-1;4618;-1;2945;-1;3179;-1;66;670.8;7972;1588;-1;0;-1;891;-1;1516;-1;1640;-1;451;-1;51;-1;38;-1;23;993.5;-1;148.7;-1
Nazare;7715;212;193;0;0;0;0;0;0;428;0;0;0;3837;0;0;0;0;0;0;0;0;0;0;0;0;0;2857;0;0;0;x;15168;2225;-1;10189;-1;2754;-1;1406;-1;1913;-1;22;663.6;3708;270;-1;0;-1;437;-1;336;-1;883;-1;183;-1;46;-1;0;-1;23;828;-1;116.2;-1
Obidos;6003;0;109;0;0;0;0;0;0;236;0;0;0;4243;0;0;0;0;0;0;0;0;0;0;0;0;0;1415;0;0;0;x;11645;1785;-1;7382;-1;2478;-1;1370;-1;1457;-1;27;773.7;3741;369;-1;0;-1;304;-1;593;-1;769;-1;303;-1;18;-1;12;-1;29;479.6;-1;55.3;-1
Peniche;12900;251;326;0;0;0;0;0;0;5887;0;0;0;3877;0;0;0;0;0;0;0;0;0;0;0;0;0;2559;0;0;0;x;27807;4271;-1;18346;-1;5190;-1;2850;-1;3158;-1;40;708.9;8070;874;-1;0;-1;1410;-1;1112;-1;1856;-1;668;-1;64;-1;15;-1;52;1459.6;-1;197.8;-1
Sobral de Monte Agrao;4340;0;0;0;0;0;0;0;0;2459;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;797;0;0;0;x;10001;1692;-1;6662;-1;1648;-1;951;-1;1324;-1;21;678.6;2878;0;-1;0;-1;655;-1;402;-1;796;-1;136;-1;29;-1;18;-1;5;330.3;-1;51.2;-1
Torres Vedras;36836;0;0;0;0;0;0;0;0;2824;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23095;0;0;0;x;78651;12578;-1;51501;-1;14573;-1;7616;-1;10130;-1;191;747.2;28434;2146;-1;11;-1;5290;-1;4732;-1;7006;-1;1637;-1;205;-1;89;-1;248;3050.3;-1;447.6;-1
Agueda;26034;342;1379;0;0;0;0;0;0;509;0;0;0;9130;0;0;0;0;0;0;0;0;0;0;0;0;0;14569;0;0;0;x;48093;6819;-1;32507;-1;8767;-1;4116;-1;5589;-1;105;769.9;20552;256;-1;0;-1;10857;-1;1750;-1;3960;-1;657;-1;152;-1;29;-1;123;2044.6;-1;286.4;-1
Albergaria-a-Velha;13141;226;4373;0;0;0;0;0;0;248;0;0;0;6465;0;0;0;0;0;0;0;0;0;0;0;0;0;1829;0;0;0;x;25233;3979;-1;17133;-1;4122;-1;2092;-1;2783;-1;45;763;8039;183;-1;0;-1;3169;-1;1024;-1;1519;-1;287;-1;67;-1;0;-1;78;1113.5;-1;123.8;-1
Anadia;15961;0;1545;0;0;0;0;0;0;802;0;0;0;9448;0;0;0;0;0;0;0;0;0;0;0;0;0;4166;0;0;0;x;29640;3877;-1;19155;-1;6609;-1;3342;-1;3287;-1;61;745.8;9340;318;-1;0;-1;3964;-1;1168;-1;1589;-1;450;-1;70;-1;14;-1;78;1017.7;-1;125.9;-1
Aveiro;34217;1814;0;0;0;0;0;0;0;1311;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11849;0;0;0;x;77834;11772;-1;53636;-1;12426;-1;4769;-1;10510;-1;230;895.5;31724;0;-1;10;-1;9187;-1;2289;-1;6253;-1;3076;-1;428;-1;0;-1;641;3803.2;-1;500.3;-1
Estarreja;13741;0;0;0;0;0;0;0;0;617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4041;0;0;0;x;27258;4137;-1;18018;-1;5103;-1;2402;-1;2878;-1;36;826.3;7428;0;-1;0;-1;2076;-1;1017;-1;1395;-1;626;-1;63;-1;0;-1;67;1208.3;-1;171.3;-1
Ilhavo;15636;418;841;0;0;0;0;0;0;490;0;0;0;10233;0;0;0;0;0;0;0;0;0;0;0;0;0;3654;0;0;0;x;38491;6236;-1;26312;-1;5944;-1;2602;-1;4761;-1;74;793.5;12573;873;-1;0;-1;5164;-1;985;-1;2035;-1;704;-1;78;-1;0;-1;42;1965.4;-1;250;-1
Murtosa;4987;0;112;0;0;0;0;0;0;83;0;0;0;3403;0;0;0;0;0;0;0;0;0;0;0;0;0;1389;0;0;0;x;10459;1832;-1;6565;-1;2062;-1;1199;-1;880;-1;13;631;2316;401;-1;0;-1;444;-1;349;-1;361;-1;161;-1;30;-1;0;-1;12;402;-1;52.5;-1
Oliveira do Bairro;11270;0;3658;0;0;0;0;0;0;142;0;0;0;6223;0;0;0;0;0;0;0;0;0;0;0;0;0;1247;0;0;0;x;22785;3648;-1;14694;-1;4444;-1;2341;-1;2628;-1;58;786.9;8842;0;-1;5;-1;4108;-1;952;-1;1755;-1;417;-1;73;-1;0;-1;52;886.3;-1;103;-1
Ovar;27279;2657;0;0;0;0;0;0;0;1373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13837;0;0;0;x;55564;8930;-1;38485;-1;8150;-1;3949;-1;7022;-1;124;767;18926;254;-1;0;-1;7759;-1;1427;-1;4168;-1;1100;-1;134;-1;14;-1;76;3525.3;-1;348.3;-1
Sever do Vouga;8243;0;314;0;0;0;0;0;0;115;0;0;0;1705;0;0;0;0;0;0;0;0;0;0;0;0;0;3939;0;0;0;x;12554;1739;-1;8078;-1;2738;-1;1212;-1;1381;-1;21;729.1;3830;0;-1;14;-1;1584;-1;721;-1;651;-1;78;-1;27;-1;0;-1;10;479;-1;53.2;-1
Vagos;11779;0;0;0;0;0;0;0;0;274;0;0;0;7728;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;22800;3566;-1;15148;-1;4087;-1;2666;-1;2486;-1;51;711.6;6055;0;-1;0;-1;1721;-1;952;-1;1322;-1;417;-1;52;-1;31;-1;22;818.8;-1;105.8;-1
Arganil;7798;0;0;0;0;0;0;0;0;203;0;0;0;4720;0;0;0;0;0;0;0;0;0;0;0;0;0;1446;0;0;0;x;12419;1468;-1;7455;-1;3497;-1;1952;-1;1249;-1;20;618;3154;88;-1;0;-1;1127;-1;586;-1;624;-1;89;-1;25;-1;19;-1;9;453.1;-1;69.3;-1
Cantanhede;20669;0;0;0;0;0;0;0;0;542;0;0;0;14304;0;0;0;0;0;0;0;0;0;0;0;0;0;5823;0;0;0;x;36959;4873;-1;23463;-1;8624;-1;4846;-1;4096;-1;73;760.3;10581;303;-1;73;-1;2759;-1;1730;-1;2564;-1;502;-1;102;-1;43;-1;37;1243.8;-1;149.4;-1
Coimbra;68063;4134;0;0;0;0;0;0;0;6913;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24377;0;0;0;x;144617;18611;-1;98145;-1;27861;-1;9331;-1;21230;-1;401;843.2;45431;373;-1;78;-1;4875;-1;4260;-1;10420;-1;3422;-1;634;-1;28;-1;109;6249.1;-1;778.6;-1
Condeixa-a-Nova;7313;481;0;0;0;0;0;0;0;479;0;0;0;2034;0;0;0;0;0;0;0;0;0;0;0;0;0;4319;0;0;0;x;16858;2713;-1;11089;-1;3057;-1;1705;-1;2438;-1;37;727.6;3816;42;-1;17;-1;827;-1;510;-1;762;-1;303;-1;38;-1;0;-1;19;582.2;-1;70.8;-1
Figueira da Foz;32130;900;614;0;0;0;0;0;0;1707;0;0;0;9867;0;0;0;0;0;0;0;0;0;0;0;0;0;12671;0;0;0;x;62458;8597;-1;40635;-1;13227;-1;6642;-1;8623;-1;108;850.2;19398;641;-1;0;-1;4630;-1;2723;-1;3416;-1;1631;-1;165;-1;20;-1;91;3272.8;-1;368.4;-1
Gois;2957;0;0;0;0;0;0;0;0;34;0;0;0;1340;0;0;0;0;0;0;0;0;0;0;0;0;0;1583;0;0;0;x;4383;512;-1;2436;-1;1436;-1;830;-1;393;-1;3;591.9;975;77;-1;0;-1;204;-1;325;-1;148;-1;31;-1;0;-1;0;-1;1;124.3;-1;25.1;-1
Lousa;8631;449;0;0;0;0;0;0;0;236;0;0;0;2854;0;0;0;0;0;0;0;0;0;0;0;0;0;5092;0;0;0;x;17387;2974;-1;11540;-1;2874;-1;1314;-1;2466;-1;35;690.1;4149;72;-1;0;-1;1020;-1;631;-1;935;-1;262;-1;41;-1;0;-1;13;823.9;-1;126.3;-1
Mealhada;10179;0;0;0;0;0;0;0;0;725;0;0;0;2937;0;0;0;0;0;0;0;0;0;0;0;0;0;6517;0;0;0;x;20578;2910;-1;13489;-1;4179;-1;1807;-1;2644;-1;41;725.5;5804;126;-1;0;-1;1072;-1;790;-1;1104;-1;341;-1;49;-1;22;-1;6;699.8;-1;103.3;-1
Mira;7874;0;0;0;0;0;0;0;0;64;0;0;0;2333;0;0;0;0;0;0;0;0;0;0;0;0;0;4587;0;0;0;x;12577;1694;-1;7995;-1;2888;-1;1664;-1;1340;-1;22;637.3;3330;300;-1;0;-1;808;-1;385;-1;805;-1;102;-1;28;-1;0;-1;18;500.3;-1;45.9;-1
Miranda do Corvo;7105;165;0;0;0;0;0;0;0;189;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3206;0;0;0;x;13163;1989;-1;8653;-1;2522;-1;1366;-1;1640;-1;17;622.2;2407;188;-1;0;-1;181;-1;606;-1;591;-1;140;-1;18;-1;0;-1;15;482.9;-1;82.7;-1
Montemor-o-Velho;14380;278;0;0;0;0;0;0;0;768;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4930;0;0;0;x;26080;3343;-1;17044;-1;5693;-1;3265;-1;3402;-1;33;643.8;5235;507;-1;0;-1;847;-1;1117;-1;913;-1;404;-1;26;-1;34;-1;24;1085;-1;127;-1
Mortögua;5650;0;818;0;0;0;0;0;0;83;0;0;0;1266;0;0;0;0;0;0;0;0;0;0;0;0;0;3483;0;0;0;x;9770;1102;-1;6129;-1;2539;-1;1437;-1;934;-1;12;705;2824;316;-1;0;-1;754;-1;524;-1;586;-1;99;-1;27;-1;0;-1;9;213.5;-1;22.8;-1
Oliveira do Hospital;14219;0;0;0;0;0;0;0;0;140;0;0;0;4561;0;0;0;0;0;0;0;0;0;0;0;0;0;5278;0;0;0;x;21162;2967;-1;13344;-1;4851;-1;2695;-1;2123;-1;33;629;5669;103;-1;18;-1;1756;-1;1396;-1;1122;-1;124;-1;38;-1;27;-1;36;844.7;-1;135.8;-1
Pampilhosa da Serra;3358;0;0;0;0;0;0;0;0;12;0;0;0;1920;0;0;0;0;0;0;0;0;0;0;0;0;0;1426;0;0;0;x;4629;367;-1;2410;-1;1852;-1;1213;-1;350;-1;3;612.7;554;38;-1;0;-1;52;-1;193;-1;113;-1;9;-1;10;-1;0;-1;1;120.2;-1;19.3;-1
Penacova;9450;0;177;0;0;0;0;0;0;532;0;0;0;3814;0;0;0;0;0;0;0;0;0;0;0;0;0;4927;0;0;0;x;15546;1995;-1;10003;-1;3549;-1;2163;-1;1437;-1;24;658.6;3297;108;-1;0;-1;319;-1;1003;-1;750;-1;153;-1;25;-1;0;-1;8;494.2;-1;67.8;-1
Penela;3666;0;0;0;0;0;0;0;0;56;0;0;0;2379;0;0;0;0;0;0;0;0;0;0;0;0;0;1231;0;0;0;x;6078;792;-1;3572;-1;1714;-1;916;-1;632;-1;11;643.9;1497;45;-1;0;-1;306;-1;289;-1;228;-1;157;-1;0;-1;0;-1;6;175.1;-1;24.3;-1
Soure;10965;463;228;0;0;0;0;0;0;1180;0;0;0;2950;0;0;0;0;0;0;0;0;0;0;0;0;0;6144;0;0;0;x;19588;2421;-1;11947;-1;5220;-1;3205;-1;2579;-1;24;680.5;3068;129;-1;18;-1;593;-1;353;-1;889;-1;121;-1;25;-1;11;-1;12;696.8;-1;72.9;-1
Töbua;7373;0;0;0;0;0;0;0;0;269;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4300;0;0;0;x;12225;1784;-1;7611;-1;2831;-1;1575;-1;1201;-1;17;622.3;3224;104;-1;0;-1;1351;-1;423;-1;602;-1;89;-1;19;-1;0;-1;15;517;-1;84.1;-1
Vila Nova de Poiares;3640;0;0;0;0;0;0;0;0;119;0;0;0;2148;0;0;0;0;0;0;0;0;0;0;0;0;0;1373;0;0;0;x;7261;1179;-1;4770;-1;1312;-1;803;-1;867;-1;12;669.7;2486;24;-1;0;-1;551;-1;343;-1;938;-1;87;-1;0;-1;0;-1;7;297.4;-1;52.5;-1
Alvaiözere;4670;0;1074;0;0;0;0;0;0;44;0;0;0;2437;0;0;0;0;0;0;0;0;0;0;0;0;0;1115;0;0;0;x;7479;866;-1;4284;-1;2329;-1;1364;-1;708;-1;21;630.1;2078;87;-1;0;-1;291;-1;636;-1;396;-1;34;-1;21;-1;0;-1;1;232;-1;37.6;-1
Ansi o;7884;0;0;0;0;0;0;0;0;195;0;0;0;5053;0;0;0;0;0;0;0;0;0;0;0;0;0;2636;0;0;0;x;13306;1782;-1;8199;-1;3325;-1;2027;-1;1566;-1;37;681.2;4149;73;-1;0;-1;1095;-1;957;-1;800;-1;96;-1;35;-1;12;-1;17;541.7;-1;57.3;-1
Batalha;8034;0;1001;0;0;0;0;0;0;141;0;0;0;5710;0;0;0;0;0;0;0;0;0;0;0;0;0;1182;0;0;0;x;15733;2507;-1;10386;-1;2841;-1;1478;-1;2013;-1;47;748.2;8434;147;-1;119;-1;2407;-1;1702;-1;2096;-1;342;-1;61;-1;0;-1;27;492;-1;55.8;-1
Castanheira de Pra;2062;0;0;0;0;0;0;0;0;51;0;0;0;948;0;0;0;0;0;0;0;0;0;0;0;0;0;1063;0;0;0;x;3289;372;-1;1960;-1;957;-1;518;-1;294;-1;6;643.3;721;17;-1;0;-1;285;-1;81;-1;109;-1;33;-1;0;-1;0;-1;21;173.9;-1;21.2;-1
Figueiro dos Vinhos;4657;0;0;0;0;0;0;0;0;53;0;0;0;2654;0;0;0;0;0;0;0;0;0;0;0;0;0;1950;0;0;0;x;6374;723;-1;3825;-1;1827;-1;1037;-1;634;-1;9;628.6;1292;52;-1;0;-1;264;-1;271;-1;305;-1;35;-1;0;-1;0;-1;9;370.6;-1;56.9;-1
Leiria;62984;2199;5043;0;0;0;0;0;0;1600;0;0;0;24693;0;0;0;0;0;0;0;0;0;0;0;0;0;29449;0;0;0;x;126261;20091;-1;85863;-1;20307;-1;10931;-1;17851;-1;347;803;53073;1269;-1;322;-1;12506;-1;9159;-1;11931;-1;3396;-1;549;-1;92;-1;516;4737.2;-1;598.8;-1
Marinha Grande;17327;1017;0;0;0;0;0;0;0;5632;0;0;0;3172;0;0;0;0;0;0;0;0;0;0;0;0;0;6467;0;0;0;x;38322;5958;-1;25688;-1;6676;-1;3198;-1;5809;-1;94;887;14818;54;-1;0;-1;6861;-1;737;-1;2477;-1;1129;-1;111;-1;0;-1;104;1807.5;-1;216.1;-1
Pedrogao Grande;2356;0;0;0;0;0;0;0;0;46;0;0;0;1715;0;0;0;0;0;0;0;0;0;0;0;0;0;595;0;0;0;x;4017;464;-1;2200;-1;1354;-1;697;-1;392;-1;7;634.3;912;28;-1;0;-1;217;-1;87;-1;208;-1;59;-1;0;-1;0;-1;4;189.9;-1;25.8;-1
Pombal;26219;504;0;0;0;0;0;0;0;474;0;0;0;17970;0;0;0;0;0;0;0;0;0;0;0;0;0;7271;0;0;0;x;55687;8175;-1;35179;-1;12334;-1;8928;-1;6453;-1;118;730.3;19807;468;-1;408;-1;3835;-1;5217;-1;3788;-1;605;-1;139;-1;100;-1;85;1636.5;-1;217;-1
Porto de Mos;13267;0;349;0;0;0;0;0;0;328;0;0;0;4490;0;0;0;0;0;0;0;0;0;0;0;0;0;8100;0;0;0;x;24397;3821;-1;15826;-1;4751;-1;2569;-1;2801;-1;45;732.6;8857;319;-1;491;-1;3013;-1;1389;-1;1607;-1;237;-1;69;-1;31;-1;58;902.1;-1;102;-1
Aguiar da Beira;4200;0;274;0;0;0;0;0;0;40;0;0;0;2243;0;0;0;0;0;0;0;0;0;0;0;0;0;1643;0;0;0;x;5628;692;-1;3453;-1;1483;-1;1236;-1;514;-1;11;591.8;1184;89;-1;18;-1;176;-1;225;-1;356;-1;25;-1;18;-1;0;-1;9;174.8;-1;21.6;-1
Carregal do Sal;5818;0;530;0;0;0;0;0;0;83;0;0;0;2634;0;0;0;0;0;0;0;0;0;0;0;0;0;2571;0;0;0;x;9947;1478;-1;6140;-1;2329;-1;1317;-1;993;-1;14;651.9;2874;94;-1;0;-1;1046;-1;350;-1;484;-1;70;-1;20;-1;0;-1;15;380.3;-1;46.3;-1
Castro Daire;10219;0;639;0;0;0;0;0;0;101;0;0;0;4204;0;0;0;0;0;0;0;0;0;0;0;0;0;4647;0;0;0;x;15654;2170;-1;9477;-1;4008;-1;2765;-1;1262;-1;35;623.4;3084;117;-1;0;-1;417;-1;787;-1;734;-1;88;-1;33;-1;7;-1;18;556;-1;65.8;-1
Mangualde;13439;0;328;0;0;0;0;0;0;151;0;0;0;4924;0;0;0;0;0;0;0;0;0;0;0;0;0;8036;0;0;0;x;20125;2852;-1;12779;-1;4495;-1;2272;-1;2135;-1;33;707.5;7169;65;-1;97;-1;2681;-1;653;-1;1157;-1;197;-1;61;-1;0;-1;24;1035.8;-1;119.8;-1
Nelas;8677;0;0;0;0;0;0;0;0;116;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2120;0;0;0;x;14139;2028;-1;8924;-1;3187;-1;1529;-1;1601;-1;23;774.3;3521;54;-1;0;-1;1291;-1;502;-1;657;-1;144;-1;33;-1;0;-1;7;610.6;-1;72.1;-1
Oliveira de Frades;6708;0;359;0;0;0;0;0;0;122;0;0;0;4878;0;0;0;0;0;0;0;0;0;0;0;0;0;1349;0;0;0;x;10348;1616;-1;6643;-1;2089;-1;1041;-1;1132;-1;31;849.3;5746;453;-1;3;-1;3076;-1;557;-1;699;-1;118;-1;34;-1;0;-1;31;306.7;-1;39.2;-1
Penalva do Castelo;5759;0;0;0;0;0;0;0;0;184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2309;0;0;0;x;8162;1112;-1;4901;-1;2150;-1;1509;-1;640;-1;10;633.3;1289;76;-1;0;-1;149;-1;424;-1;199;-1;32;-1;0;-1;0;-1;7;369.8;-1;49.8;-1
Santa Comba Dao;7581;112;146;0;0;0;0;0;0;63;0;0;0;3893;0;0;0;0;0;0;0;0;0;0;0;0;0;3367;0;0;0;x;11774;1645;-1;7347;-1;2783;-1;1432;-1;1255;-1;24;707.5;2733;100;-1;0;-1;624;-1;511;-1;533;-1;237;-1;19;-1;0;-1;14;406.8;-1;36.1;-1
Sao Pedro do Sul;11102;1034;0;0;0;0;0;0;0;205;0;0;0;6786;0;0;0;0;0;0;0;0;0;0;0;0;0;3077;0;0;0;x;17188;2273;-1;10589;-1;4327;-1;2341;-1;1779;-1;29;610.5;3674;225;-1;0;-1;710;-1;534;-1;775;-1;163;-1;26;-1;0;-1;14;672;-1;100.3;-1
