Regions;Votes Total;BE;CDS-PP;CDS-PP-MPT;CDS-PP-MPT-PPM;CDS-PP-PPD/PSD;Grupo de cidadaos;MPT;PAN;PCP-PEV;PCTP/MRPP;PND;PNR;PPD/PSD;PPD/PSD-CDS-PP;PPD/PSD-CDS-PP-MPT;PPD/PSD-CDS-PP-MPT-PPM;PPD/PSD-CDS-PP-PPM;PPD/PSD-CDS-PP-PPM-MPT;PPD/PSD-MPT;PPD/PSD-MPT-PPM;PPD/PSD-PPM;PPD/PSD-PPM-MPT;PPM;PPM-PPV;PPM-PPV-PND;PPV;PS;PS-BE-PND-MPT-PTP-PAN;PS-PTP-PND-BE;PTP;Ranking;Residents Total;Residents 0-14;%Residents 0-14;Residents 15-64;%Residents 15-64;Residents 65+;%Residents 65+;Population without Education;%Population without Education;Population with High School;%Population with High School;Companies Created;Average Monthly Income;Employees per Sector Total;Employees per Sector Agriculture;%Employees per Sector Agriculture;Employees per Sector Extraction Industries;%Employees per Sector Extraction Industries;Employees per Sector Transformation Industries;%Employees per Sector Transformation Industries;Employees per Sector Construction;%Employees per Sector Construction;Employees per Sector Gross and Retails Markets;%Employees per Sector Gross and Retails Markets;Employees per Sector Administration and Services;%Employees per Sector Administration and Services;Employees per Economic Sector Banks;%Employees per Economic Sector Banks;Employees per Economic Sector Others;%Employees per Economic Sector Others;Companies Dissolved;Unemployment Total;%Unemployment Total;Unemployment <25;%Unemployment <25
S_tao;7336;0;0;0;0;0;3487;0;0;192;0;0;0;3657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;11892;1305;-1;7790;-1;2798;-1;1913;-1;1249;-1;16;597.4;2415;313;-1;0;-1;420;-1;490;-1;485;-1;75;-1;18;-1;0;-1;15;636.2;-1;96.9;-1
Tondela;15646;0;1786;0;0;0;0;0;0;585;0;0;0;9453;0;0;0;0;0;0;0;0;0;0;0;0;0;3822;0;0;0;x;27508;2897;-1;16658;-1;7954;-1;3832;-1;3073;-1;36;777.8;7728;974;-1;8;-1;2495;-1;705;-1;1307;-1;456;-1;56;-1;0;-1;39;828;-1;135.7;-1
Vila Nova de Paiva;3068;0;0;0;0;0;0;0;0;114;0;0;0;0;1085;0;0;0;0;0;0;0;0;0;0;0;0;1869;0;0;0;x;4871;564;-1;3018;-1;1290;-1;888;-1;518;-1;5;612.3;879;166;-1;0;-1;140;-1;114;-1;210;-1;19;-1;0;-1;0;-1;8;261.6;-1;42.3;-1
Viseu;45086;2293;2442;0;0;0;0;0;1043;1846;0;0;0;24786;0;0;0;0;0;0;0;0;0;0;0;0;0;12676;0;0;0;x;98007;13817;-1;64530;-1;19661;-1;8360;-1;13792;-1;273;763.3;25974;1268;-1;0;-1;3241;-1;3499;-1;5966;-1;1781;-1;614;-1;21;-1;262;4840.5;-1;673.9;-1
Vouzela;5988;0;217;0;0;0;0;0;0;110;0;0;0;3902;0;0;0;0;0;0;0;0;0;0;0;0;0;1759;0;0;0;x;9982;1068;-1;6100;-1;2814;-1;1360;-1;1038;-1;18;678.7;2175;481;-1;0;-1;486;-1;338;-1;339;-1;82;-1;0;-1;0;-1;19;374.6;-1;50;-1
Castelo Branco;25194;1194;893;0;0;0;0;0;0;1209;0;0;0;6214;0;0;0;0;0;0;0;0;0;0;0;0;0;15684;0;0;0;x;53317;6614;-1;33537;-1;13167;-1;6030;-1;8265;-1;108;745.8;12643;839;-1;0;-1;2218;-1;1233;-1;2691;-1;637;-1;148;-1;0;-1;94;2409.4;-1;243.7;-1
Idanha-a-Nova;4628;0;0;0;0;0;0;0;0;395;0;0;0;0;1070;0;0;0;0;0;0;0;0;0;0;0;0;3163;0;0;0;x;8626;827;-1;4247;-1;3553;-1;2491;-1;747;-1;25;668.5;1714;537;-1;0;-1;173;-1;154;-1;279;-1;43;-1;0;-1;23;-1;14;435.9;-1;50.3;-1
Oleiros;3501;0;0;0;0;0;0;0;0;66;0;0;0;2133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;x;5234;333;-1;2884;-1;2017;-1;1381;-1;432;-1;6;679.1;1001;124;-1;0;-1;295;-1;139;-1;189;-1;35;-1;11;-1;0;-1;6;137.8;-1;16.3;-1
Penamacor;3411;0;59;0;0;0;974;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2345;0;0;0;x;5061;330;-1;2687;-1;2044;-1;1451;-1;456;-1;4;657.2;861;160;-1;0;-1;93;-1;174;-1;164;-1;65;-1;0;-1;0;-1;8;178.9;-1;21.8;-1
Proenca-a-Nova;4798;0;0;0;0;0;0;0;0;71;0;0;0;1015;0;0;0;0;0;0;0;0;0;0;0;0;0;3712;0;0;0;x;7682;665;-1;4556;-1;2462;-1;1451;-1;937;-1;7;667.2;1696;179;-1;0;-1;354;-1;238;-1;383;-1;103;-1;16;-1;0;-1;9;220;-1;26.4;-1
Vila Velha de Rodao;2068;0;0;0;0;0;0;0;0;78;0;0;0;0;496;0;0;0;0;0;0;0;0;0;0;0;0;1494;0;0;0;x;3261;164;-1;1808;-1;1289;-1;616;-1;309;-1;5;939.2;920;126;-1;0;-1;441;-1;65;-1;60;-1;30;-1;0;-1;0;-1;8;86.8;-1;11.1;-1
Abrantes;16513;1926;964;0;0;0;0;0;0;1679;0;0;0;2692;0;0;0;0;0;0;0;0;0;0;0;0;0;9252;0;0;0;x;36493;4232;-1;22255;-1;10006;-1;4396;-1;4933;-1;56;835.4;7431;553;-1;0;-1;1882;-1;485;-1;1685;-1;446;-1;78;-1;14;-1;62;1867.1;-1;214.3;-1
Alcanena;6468;0;0;0;0;0;0;0;0;625;0;0;0;0;0;2050;0;0;0;0;0;0;0;0;0;0;0;3793;0;0;0;x;13131;1704;-1;8135;-1;3293;-1;1342;-1;1807;-1;27;799.3;6419;100;-1;0;-1;2576;-1;194;-1;1404;-1;172;-1;29;-1;0;-1;43;402.7;-1;59.1;-1
Const_ncia;2358;0;0;0;0;127;173;0;0;747;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1311;0;0;0;x;3987;568;-1;2534;-1;886;-1;404;-1;556;-1;4;943.6;975;32;-1;0;-1;599;-1;18;-1;51;-1;30;-1;13;-1;0;-1;8;174.9;-1;18.8;-1
Entroncamento;8979;1152;679;0;0;0;0;0;0;505;0;0;0;2356;0;0;0;0;0;0;0;0;0;0;0;0;0;4287;0;0;0;x;20683;3143;-1;13710;-1;3830;-1;1002;-1;3615;-1;42;854.4;4565;44;-1;0;-1;1371;-1;197;-1;1086;-1;444;-1;44;-1;0;-1;47;762.4;-1;94.8;-1
Ferreira do Zezere;4856;91;0;0;0;0;296;0;0;71;0;0;0;2295;0;0;0;0;0;0;0;0;0;0;0;0;0;1456;0;0;0;x;8159;905;-1;5030;-1;2225;-1;1453;-1;892;-1;10;663.9;2283;528;-1;0;-1;408;-1;466;-1;401;-1;80;-1;10;-1;0;-1;18;206.6;-1;46.1;-1
Macao;4387;0;163;0;0;0;0;0;0;108;0;0;0;3025;0;0;0;0;0;0;0;0;0;0;0;0;0;1091;0;0;0;x;6642;506;-1;3693;-1;2444;-1;1346;-1;653;-1;12;653.6;1299;142;-1;0;-1;274;-1;198;-1;315;-1;63;-1;0;-1;0;-1;10;227.2;-1;24.2;-1
Ourem;22292;0;0;0;0;0;2198;0;0;769;0;0;0;0;11179;0;0;0;0;0;0;0;0;0;0;0;0;8146;0;0;0;x;44894;5769;-1;29353;-1;9773;-1;5947;-1;5559;-1;116;749.6;14856;409;-1;0;-1;2837;-1;2541;-1;3293;-1;699;-1;140;-1;12;-1;126;1202.2;-1;189.1;-1
Sardoal;2331;0;0;0;0;0;0;0;0;76;0;0;0;1373;0;0;0;0;0;0;0;0;0;0;0;0;0;882;0;0;0;x;3807;390;-1;2435;-1;982;-1;451;-1;498;-1;1;655.9;721;86;-1;0;-1;83;-1;157;-1;135;-1;42;-1;0;-1;0;-1;10;174.3;-1;23.7;-1
Serta;8702;0;203;0;0;0;0;0;0;114;0;0;0;5331;0;0;0;0;0;0;0;0;0;0;0;0;0;3054;0;0;0;x;15074;1754;-1;9077;-1;4244;-1;2592;-1;1785;-1;25;652.3;3814;391;-1;0;-1;765;-1;611;-1;898;-1;108;-1;30;-1;35;-1;17;609.3;-1;106.6;-1
Tomar;18525;1194;661;0;0;0;0;0;0;1548;0;0;0;6817;0;0;0;0;0;0;0;0;0;0;0;0;0;7972;0;0;333;x;37989;4222;-1;23567;-1;10201;-1;4049;-1;5456;-1;74;771.6;7295;295;-1;0;-1;1239;-1;660;-1;1875;-1;476;-1;83;-1;9;-1;67;1333.1;-1;171.7;-1
Torres Novas;16267;2498;745;0;0;0;0;0;0;1606;0;0;0;2565;0;0;0;0;0;0;0;0;0;0;0;0;0;8853;0;0;0;x;35504;4498;-1;22210;-1;8796;-1;3412;-1;5155;-1;88;799.9;9418;428;-1;0;-1;2014;-1;741;-1;1894;-1;716;-1;97;-1;0;-1;64;1281.2;-1;165;-1
Vila de Rei;1941;0;70;0;0;0;0;0;0;63;0;0;0;1231;0;0;0;0;0;0;0;0;0;0;0;0;0;577;0;0;0;x;3374;220;-1;2002;-1;1152;-1;686;-1;328;-1;14;628.6;656;56;-1;0;-1;160;-1;132;-1;105;-1;24;-1;8;-1;0;-1;7;92.6;-1;17;-1
Vila Nova da Barquinha;3314;0;0;0;0;0;0;0;0;418;0;0;0;0;602;0;0;0;0;0;0;0;0;0;0;0;0;2294;0;0;0;x;7300;907;-1;4476;-1;1918;-1;626;-1;1061;-1;11;677.3;892;15;-1;0;-1;81;-1;59;-1;285;-1;93;-1;8;-1;0;-1;8;267.5;-1;44.8;-1
Almeida;4604;0;0;0;0;0;538;0;0;263;0;0;0;2609;0;0;0;0;0;0;0;0;0;0;0;0;0;1194;0;0;0;x;6263;392;-1;3609;-1;2263;-1;1150;-1;794;-1;6;637.9;1138;244;-1;0;-1;58;-1;119;-1;228;-1;56;-1;19;-1;0;-1;8;180.4;-1;23.8;-1
Belmonte;3795;0;51;0;0;0;0;0;0;254;0;0;0;0;0;0;0;0;0;1240;0;0;0;0;0;0;0;2250;0;0;0;x;6519;685;-1;4165;-1;1669;-1;988;-1;796;-1;15;647.4;1952;164;-1;0;-1;779;-1;173;-1;361;-1;70;-1;15;-1;0;-1;9;403.9;-1;49.6;-1
Celorico da Beira;5156;0;0;0;89;0;870;0;0;38;0;0;0;2198;0;0;0;0;0;0;0;0;0;0;0;0;0;1961;0;0;0;x;7207;787;-1;4287;-1;2134;-1;1312;-1;722;-1;6;616.4;1391;169;-1;0;-1;367;-1;92;-1;247;-1;46;-1;16;-1;0;-1;14;349.3;-1;49.2;-1
Covilha;27629;630;4371;0;0;0;5257;0;0;1799;0;0;0;0;0;0;0;0;0;0;0;2135;0;0;0;0;0;13437;0;0;0;x;48463;5549;-1;30323;-1;12591;-1;5682;-1;6817;-1;79;725.2;12127;465;-1;315;-1;3582;-1;800;-1;2223;-1;798;-1;117;-1;0;-1;107;2838.8;-1;324.3;-1
Figueira de Castelo Rodrigo;4087;0;43;0;0;0;0;0;0;27;0;0;0;1773;0;0;0;0;0;0;0;0;0;0;0;0;0;2244;0;0;0;x;5882;656;-1;3374;-1;1853;-1;1150;-1;528;-1;8;629.7;1257;547;-1;0;-1;116;-1;87;-1;186;-1;23;-1;15;-1;0;-1;8;270.8;-1;41.5;-1
Fornos de Algodres;3421;0;233;0;0;0;0;0;0;45;0;0;0;1017;0;0;0;0;0;0;0;0;0;0;0;0;0;2126;0;0;0;x;4758;465;-1;2980;-1;1314;-1;866;-1;423;-1;5;593.3;859;0;-1;0;-1;125;-1;121;-1;186;-1;23;-1;0;-1;0;-1;4;210.1;-1;30.8;-1
Fundao;15181;0;568;0;0;0;0;0;0;1079;0;0;0;8893;0;0;0;0;0;0;0;0;0;0;0;0;0;4641;0;0;0;x;27535;3091;-1;16827;-1;7618;-1;4506;-1;3099;-1;39;677.7;6966;1119;-1;0;-1;1509;-1;570;-1;1557;-1;243;-1;57;-1;29;-1;65;1507.8;-1;181.2;-1
Gouveia;7228;0;407;0;0;0;0;0;0;245;0;0;0;4140;0;0;0;0;0;0;0;0;0;0;0;0;0;2436;0;0;0;x;13019;1192;-1;7537;-1;4291;-1;2126;-1;1279;-1;21;663.3;2194;300;-1;0;-1;234;-1;277;-1;563;-1;144;-1;27;-1;6;-1;24;584.3;-1;74;-1
Guarda;22537;718;0;0;1321;0;0;0;0;499;0;0;0;14476;0;0;0;0;0;0;0;0;0;0;0;0;0;5523;0;0;0;x;40048;4954;-1;26281;-1;8813;-1;3848;-1;5812;-1;86;756.3;11641;708;-1;10;-1;2158;-1;1039;-1;2547;-1;363;-1;125;-1;0;-1;119;1891.8;-1;216;-1
Manteigas;2245;0;16;0;0;0;391;0;0;72;0;0;0;837;0;0;0;0;0;0;0;0;0;0;0;0;0;929;0;0;0;x;3169;267;-1;2010;-1;893;-1;436;-1;368;-1;2;679.6;575;28;-1;0;-1;65;-1;145;-1;102;-1;23;-1;0;-1;0;-1;4;165.3;-1;19.2;-1
Muda;3501;0;1018;0;0;0;0;0;0;31;0;0;0;986;0;0;0;0;0;0;0;0;0;0;0;0;0;1466;0;0;0;x;4771;431;-1;2656;-1;1685;-1;1017;-1;426;-1;4;634.8;1227;455;-1;0;-1;99;-1;222;-1;175;-1;33;-1;10;-1;0;-1;4;113.8;-1;23;-1
Pinhel;5484;0;0;0;0;0;0;0;0;81;0;0;0;3748;0;0;0;0;0;0;0;0;0;0;0;0;0;1582;0;0;0;x;8913;845;-1;5120;-1;2948;-1;1642;-1;941;-1;12;641;2584;1098;-1;0;-1;320;-1;278;-1;399;-1;63;-1;0;-1;6;-1;14;295.3;-1;41.8;-1
Sabugal;7697;0;0;267;0;0;0;0;0;154;0;0;0;4179;0;0;0;0;0;0;0;0;0;0;0;0;0;3097;0;0;0;x;11366;852;-1;6142;-1;4372;-1;2783;-1;1092;-1;9;642.4;2295;421;-1;0;-1;347;-1;339;-1;543;-1;63;-1;27;-1;0;-1;10;348.5;-1;60.2;-1
Seia;12843;0;430;0;0;0;2124;0;0;677;0;0;0;2380;0;0;0;0;0;0;0;0;0;0;0;0;0;7232;0;0;0;x;23178;2355;-1;14534;-1;6290;-1;3096;-1;2768;-1;30;672.7;5218;0;-1;0;-1;1250;-1;589;-1;1330;-1;166;-1;53;-1;38;-1;45;1051.9;-1;143.3;-1
Trancoso;5834;0;317;0;0;0;0;0;0;151;0;0;0;1915;0;0;0;0;0;0;0;0;0;0;0;0;0;3451;0;0;0;x;9277;842;-1;5600;-1;2835;-1;1620;-1;1002;-1;6;683.4;2530;667;-1;0;-1;219;-1;273;-1;681;-1;44;-1;23;-1;0;-1;17;263.2;-1;36.8;-1
Alcochete;7583;0;0;0;0;1963;0;0;0;2666;98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2856;0;0;0;x;18914;3377;-1;12449;-1;3088;-1;1090;-1;2926;-1;46;1379.2;4991;418;-1;0;-1;627;-1;450;-1;1573;-1;391;-1;29;-1;0;-1;99;766.5;-1;87.3;-1
Almada;63146;6409;1694;0;0;0;0;0;2588;20497;1211;0;290;9362;0;0;0;0;0;0;0;0;0;0;0;0;0;20910;0;0;185;x;169510;25539;-1;106036;-1;37935;-1;11069;-1;28068;-1;535;875.2;33497;376;-1;9;-1;1800;-1;2544;-1;6130;-1;5640;-1;416;-1;0;-1;860;8163.3;-1;812.4;-1
Amadora;58589;4321;0;0;0;0;1646;0;2009;7601;1090;0;0;0;11253;0;0;0;0;0;0;0;0;0;0;0;0;29845;0;0;163;x;177407;27042;-1;110456;-1;39910;-1;11752;-1;28390;-1;494;1091.6;51367;0;-1;0;-1;4027;-1;3486;-1;10846;-1;12484;-1;367;-1;0;-1;799;8062.6;-1;858.7;-1
Barreiro;32970;2302;550;0;0;0;0;0;937;11414;593;0;392;3906;0;0;0;0;0;0;0;0;0;0;0;0;0;12876;0;0;0;x;76206;10899;-1;46195;-1;19113;-1;5249;-1;12494;-1;117;857.1;12155;119;-1;9;-1;1529;-1;1217;-1;2522;-1;1206;-1;152;-1;0;-1;187;4380.8;-1;480.9;-1
Cascais;73450;4056;0;0;0;0;0;0;3529;5759;466;0;0;0;35520;0;0;0;0;0;0;0;0;0;0;0;0;22492;0;0;0;x;210625;34177;-1;135105;-1;41343;-1;9767;-1;37171;-1;1151;985.6;64739;0;-1;0;-1;3871;-1;4255;-1;13468;-1;7515;-1;525;-1;0;-1;1296;9259.2;-1;812.6;-1
Lisboa;241983;18025;0;0;51984;0;0;0;7658;24110;1309;0;1179;28336;0;0;0;0;0;0;0;0;0;0;0;0;0;106037;0;0;352;x;504718;77521;-1;284170;-1;143027;-1;32413;-1;80869;-1;5386;1289.4;564986;4641;-1;377;-1;17080;-1;17116;-1;109946;-1;142140;-1;17839;-1;391;-1;5105;26881.7;-1;2491.8;-1
Loures;83438;3107;2508;0;0;0;0;0;1824;28701;2232;0;0;0;0;0;0;0;0;0;0;18877;0;0;0;0;0;24737;0;0;267;x;206719;32384;-1;131461;-1;42874;-1;13596;-1;31177;-1;591;943.5;61192;0;-1;0;-1;7660;-1;4494;-1;14427;-1;8610;-1;298;-1;46;-1;852;8787.9;-1;914.6;-1
Mafra;31315;1290;0;0;659;0;0;0;1034;1957;0;0;0;18738;0;0;0;0;0;0;0;0;0;0;0;0;0;7637;0;0;0;x;82271;14764;-1;54578;-1;12929;-1;4889;-1;11779;-1;329;740.2;26573;1105;-1;9;-1;3879;-1;1895;-1;5394;-1;4293;-1;143;-1;41;-1;481;2488.9;-1;222.1;-1
Moita;23568;2565;0;0;0;0;0;0;890;10173;667;0;0;0;0;2095;0;0;0;0;0;0;0;0;0;0;0;7178;0;0;0;x;64936;10142;-1;42153;-1;12641;-1;5139;-1;9906;-1;107;796.9;8611;291;-1;0;-1;1443;-1;988;-1;1821;-1;889;-1;95;-1;0;-1;186;4116.2;-1;464.3;-1
Montijo;18065;960;0;0;0;0;0;0;460;3803;310;0;0;0;3676;0;0;0;0;0;0;0;0;0;0;0;0;8591;0;0;265;x;55448;9430;-1;36675;-1;9343;-1;4124;-1;8215;-1;142;807.1;15494;2469;-1;0;-1;1772;-1;639;-1;2975;-1;3345;-1;106;-1;0;-1;229;2825.7;-1;308.2;-1
Odivelas;55143;3559;0;0;0;0;0;0;1958;8671;923;0;352;0;12701;0;0;0;0;0;0;0;0;0;0;0;0;26381;0;0;136;x;155273;24779;-1;99833;-1;30661;-1;8274;-1;23533;-1;548;773;30697;259;-1;0;-1;3347;-1;3560;-1;6346;-1;5779;-1;240;-1;0;-1;688;6216.8;-1;550.7;-1
Oeiras;77948;2556;0;0;0;0;46853;0;2456;6451;84;0;263;0;0;0;0;7216;0;0;0;0;0;0;0;0;0;11042;0;0;46;x;173794;27288;-1;106034;-1;40473;-1;7196;-1;30518;-1;831;1404.7;137843;0;-1;0;-1;7548;-1;16021;-1;31267;-1;32307;-1;3489;-1;0;-1;1450;6265;-1;527.8;-1
Palmela;21926;1391;0;0;0;0;1896;0;0;9397;0;0;0;0;2702;0;0;0;0;0;0;0;0;0;0;0;0;6540;0;0;0;x;64128;10346;-1;41700;-1;12082;-1;5271;-1;9448;-1;180;1054.9;23426;0;-1;0;-1;9236;-1;1834;-1;2962;-1;2623;-1;94;-1;22;-1;223;2456.1;-1;260.8;-1
Seixal;56177;4442;1639;0;0;0;0;0;2448;21715;0;0;0;7036;0;0;0;0;0;0;0;0;0;0;0;0;0;18679;0;0;218;x;164874;25937;-1;108928;-1;30010;-1;8558;-1;26710;-1;428;1001.1;28919;0;-1;0;-1;3738;-1;2771;-1;6725;-1;3813;-1;242;-1;0;-1;571;7183.5;-1;698;-1
Sesimbra;18084;1089;0;0;0;0;1782;0;0;7964;0;0;0;0;1947;0;0;0;0;0;0;0;0;0;0;0;0;5302;0;0;0;x;50853;8569;-1;33786;-1;8499;-1;3167;-1;7998;-1;110;766.9;8937;711;-1;71;-1;585;-1;1084;-1;1741;-1;1047;-1;86;-1;9;-1;205;1877.6;-1;196.1;-1
Setubal;43109;2354;1437;0;0;0;0;0;1286;22429;801;0;0;4910;0;0;0;0;0;0;0;0;0;0;0;0;0;9777;0;0;115;x;117380;18578;-1;74287;-1;24515;-1;8977;-1;19196;-1;323;972.7;30184;0;-1;0;-1;4584;-1;2220;-1;5176;-1;5752;-1;317;-1;10;-1;423;6022.9;-1;683.7;-1
Sintra;125544;8314;0;0;0;0;0;0;4874;12481;1037;0;1021;0;0;0;38385;0;0;0;0;0;0;0;0;0;0;56963;0;0;275;x;383234;63414;-1;257773;-1;62048;-1;18351;-1;66819;-1;1180;1010.1;97621;1017;-1;160;-1;14111;-1;10324;-1;24741;-1;14707;-1;657;-1;10;-1;1655;15951.8;-1;1567;-1
Vila Franca de Xira;51135;3784;0;0;0;0;0;0;2133;16479;0;0;0;0;0;0;7378;0;0;0;0;0;0;0;0;0;0;21141;0;0;220;x;140729;22996;-1;94761;-1;22972;-1;7469;-1;24215;-1;313;962.9;36145;0;-1;0;-1;6701;-1;2038;-1;5986;-1;4876;-1;272;-1;23;-1;569;5278.7;-1;520.9;-1
Alc_cer do Sal;6098;220;0;0;0;0;0;0;0;2956;0;0;0;0;315;0;0;0;0;0;0;0;0;0;0;0;0;2607;0;0;0;x;12085;1462;-1;7219;-1;3405;-1;2142;-1;1387;-1;33;762.4;3090;1093;-1;0;-1;317;-1;226;-1;494;-1;157;-1;23;-1;0;-1;21;384.8;-1;54.8;-1
Grandola;7335;91;0;0;0;0;977;0;0;3275;0;0;35;588;0;0;0;0;0;0;0;0;0;0;0;0;0;2369;0;0;0;x;14685;1848;-1;9102;-1;3736;-1;2404;-1;1862;-1;35;709.5;3489;680;-1;0;-1;0;-1;298;-1;635;-1;224;-1;27;-1;11;-1;39;505.4;-1;69.3;-1
Odemira;12293;649;288;0;0;0;0;0;0;3016;0;0;0;1151;0;0;0;0;0;0;0;0;0;0;0;0;0;7189;0;0;0;x;25026;2908;-1;15332;-1;6787;-1;5247;-1;3114;-1;60;688.5;9571;3998;-1;0;-1;225;-1;770;-1;1267;-1;1283;-1;41;-1;43;-1;38;1060.7;-1;97;-1
Santiago do Cacem;12700;918;0;0;0;0;0;0;0;6094;0;0;0;0;2054;0;0;0;0;0;0;0;0;0;0;0;0;3634;0;0;0;x;29115;3573;-1;18157;-1;7385;-1;3881;-1;4602;-1;35;764.9;6535;1172;-1;0;-1;673;-1;742;-1;1480;-1;461;-1;56;-1;77;-1;55;1258.6;-1;115;-1
Sines;6101;168;0;0;174;0;974;0;0;1046;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3739;0;0;0;x;13672;1906;-1;9068;-1;2698;-1;1278;-1;2198;-1;30;1289.1;5548;236;-1;0;-1;974;-1;418;-1;985;-1;1066;-1;44;-1;0;-1;38;1049.4;-1;144;-1
Aljustrel;5593;0;0;0;0;0;0;0;0;2104;0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0;3390;0;0;0;x;8541;963;-1;5333;-1;2245;-1;1329;-1;1018;-1;5;798.6;2364;395;-1;0;-1;249;-1;133;-1;447;-1;91;-1;11;-1;31;-1;10;405.7;-1;57.6;-1
Almodavar;4535;77;0;0;0;0;0;0;0;96;0;0;0;1273;0;0;0;0;0;0;0;0;0;0;0;0;0;3089;0;0;0;x;6927;801;-1;4098;-1;2029;-1;1602;-1;767;-1;8;657.2;1408;355;-1;0;-1;124;-1;235;-1;244;-1;65;-1;15;-1;0;-1;9;328.8;-1;39.8;-1
Alvito;1227;0;26;0;0;0;0;0;0;642;0;0;0;143;0;0;0;0;0;0;0;0;0;0;0;0;0;416;0;0;0;x;2477;280;-1;1643;-1;555;-1;399;-1;316;-1;4;794.8;385;88;-1;0;-1;17;-1;45;-1;59;-1;28;-1;0;-1;0;-1;5;125.3;-1;18.9;-1
Barrancos;1065;0;0;0;0;117;0;0;0;455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;493;0;0;0;x;1702;227;-1;1100;-1;376;-1;241;-1;281;-1;3;612.4;424;167;-1;0;-1;76;-1;25;-1;59;-1;20;-1;0;-1;0;-1;4;205.8;-1;22.9;-1
Beja;16017;573;533;0;0;0;0;0;0;6284;0;0;0;899;0;0;0;0;0;0;0;0;0;0;0;0;0;7728;0;0;0;x;34085;5187;-1;21427;-1;7471;-1;3598;-1;5036;-1;102;821.2;8522;2060;-1;0;-1;658;-1;299;-1;1899;-1;397;-1;105;-1;25;-1;80;1794.1;-1;227.8;-1
Castro Verde;3657;0;0;0;0;0;0;0;0;1618;0;0;0;0;98;0;0;0;0;0;0;0;0;0;0;0;0;1941;0;0;0;x;7114;863;-1;4599;-1;1652;-1;926;-1;869;-1;15;980.4;2271;276;-1;0;-1;0;-1;93;-1;325;-1;54;-1;16;-1;0;-1;8;298.8;-1;42.7;-1
Cuba;2891;0;0;0;0;80;0;0;0;1522;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1289;0;0;0;x;4728;650;-1;2986;-1;1092;-1;647;-1;633;-1;10;716.3;771;269;-1;0;-1;67;-1;0;-1;130;-1;44;-1;0;-1;0;-1;14;231.9;-1;33.4;-1
Ferreira do Alentejo;3893;0;0;0;0;0;0;0;0;832;0;0;0;0;306;0;0;0;0;0;0;0;0;0;0;0;0;2755;0;0;0;x;7959;975;-1;4971;-1;2013;-1;1407;-1;845;-1;13;708.6;2005;936;-1;0;-1;127;-1;92;-1;394;-1;95;-1;11;-1;0;-1;16;390;-1;47.3;-1
Mertola;4386;0;0;0;0;0;0;0;0;1770;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;2457;0;0;0;x;6479;606;-1;3592;-1;2282;-1;1524;-1;692;-1;8;672.8;1261;351;-1;0;-1;108;-1;182;-1;280;-1;77;-1;0;-1;0;-1;7;379.4;-1;47.3;-1
Moura;6514;0;81;0;0;0;0;0;0;2646;0;0;0;535;0;0;0;0;0;0;0;0;0;0;0;0;0;3252;0;0;0;x;14161;2169;-1;8827;-1;3165;-1;2449;-1;1580;-1;17;735;3035;988;-1;3;-1;385;-1;95;-1;639;-1;153;-1;23;-1;33;-1;10;1308.3;-1;204.4;-1
Ourique;3351;0;0;0;0;0;0;0;0;415;0;0;0;760;0;0;0;0;0;0;0;0;0;0;0;0;0;2176;0;0;0;x;4869;483;-1;2881;-1;1506;-1;1106;-1;619;-1;5;623.2;1170;282;-1;0;-1;183;-1;61;-1;332;-1;69;-1;0;-1;0;-1;3;257.6;-1;27;-1
Serpa;6863;214;0;0;0;0;0;0;0;3520;245;0;0;0;573;0;0;0;0;0;0;0;0;0;0;0;0;2311;0;0;0;x;14907;1708;-1;9461;-1;3738;-1;2791;-1;1648;-1;14;666.5;3155;1146;-1;0;-1;321;-1;215;-1;730;-1;110;-1;19;-1;18;-1;14;919.3;-1;126.6;-1
Vidigueira;3208;0;0;0;0;0;552;0;0;1479;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1177;0;0;0;x;5631;830;-1;3479;-1;1322;-1;877;-1;714;-1;10;726.9;1279;567;-1;0;-1;171;-1;0;-1;230;-1;36;-1;0;-1;0;-1;9;396.3;-1;67.8;-1
Almeirim;8803;0;212;0;0;0;0;0;0;1024;0;0;0;0;0;0;0;0;0;774;0;0;0;0;0;0;0;6793;0;0;0;x;23002;3292;-1;14238;-1;5472;-1;2907;-1;2809;-1;48;715.9;6032;1933;-1;0;-1;466;-1;595;-1;1344;-1;446;-1;43;-1;22;-1;78;966;-1;110;-1
